"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"American Journal of Physiology - Endocrinology and Metabolism","Anatomy & Physiology - Physiology; Molecular & Cellular Biology - Biochemistry and Molecular Biology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/ajpendo","823","1.505","Q1 (Endocrinology, Diabetes and Metabolism; Physiology)","237","No","1522-1555","0193-1849"
"American Journal of Physiology - Gastrointestinal and Liver Physiology","Anatomy & Physiology - Physiology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/ajpgi","3694","1.154","Q1 (Gastroenterology; Physiology)","203","No","1522-1547","0193-1857"
"American Journal of Physiology - Heart and Circulatory Physiology","Anatomy & Physiology - Physiology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/ajpheart","3064","1.383","Q1 (Cardiology and Cardiovascular Medicine; Physiology)","235","No","1522-1539","0363-6135"
"American Journal of Physiology - Lung Cellular and Molecular Physiology","Anatomy & Physiology - Physiology; Molecular & Cellular Biology - Biochemistry and Molecular Biology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/ajplung","1549","1.407","Q1 (Physiology; Pulmonary and Respiratory Medicine)","190","No","1522-1504","1040-0605"
"American Journal of Physiology - Regulatory, Integrative and Comparative Physiology","Anatomy & Physiology - Physiology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/ajpregu","3189","0.902","Q2 (Physiology)","206","No","1522-1490","0363-6119"
"American Journal of Physiology - Renal Physiology","Anatomy & Physiology - Physiology","American Physiological Society (APS)","Non-profit","","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/ajprenal","","","","","No","",""
"American Journal of Primatology","Ecology & Evolution - Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","The American Society of Primatologists","Society/Association","USA","https://onlinelibrary.wiley.com/journal/10982345","2844","0.512","Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","99","No","1098-2345","0275-2565"
"American Journal of Psychiatry","Neurosciences - Clinical Neuroscience","American Psychiatric Association","Non-profit","Hybrid","American Psychiatric Association","Society/Association","USA","https://psychiatryonline.org/journal/ajp","2812","4.082","Q1 (Psychiatry and Mental Health)","418","No","1535-7228","0002-953X"
"American Journal of Reproductive Immunology","Development - Reproduction; Immunology - Reproductive Immunology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/16000897","3212","0.722","Q2 (Obstetrics and Gynecology; Reproductive Medicine)","123","No","1600-0897","1046-7408"
"American Journal of Respiratory Cell and Molecular Biology","Molecular & Cellular Biology - Biochemistry and Molecular Biology","American Thoracic Society","Non-profit","Hybrid","American Thoracic Society","Society/Association","USA","https://www.atsjournals.org/journal/ajrcmb","1083","1.863","Q1 (Cell Biology; Clinical Biochemistry; Molecular Biology; Pulmonary and Respiratory Medicine)","187","No","1535-4989","1044-1549"
"American Journal of Rhinology and Allergy","Immunology - Allergy and Hypersensitivity","Sage Publishing","For-profit","","","","USA","https://journals.sagepub.com/home/ajr","","0.985","Q1 (Medicine; Otorhinolaryngology)","96","No","1945-8932","1945-8924"
"American Journal of Speech and Language Pathology","Neurosciences - Cognitive Neuroscience","American Speech-Language-Hearing Association (ASHA)","Non-profit","Hybrid","American Speech-Language-Hearing Association (ASHA)","Society/Association","USA","https://pubs.asha.org/journal/ajslp","1857","0.854","Q1 (Linguistics and Language; Otorhinolaryngology; Speech and Hearing)","98","No","1558-9110","1058-0360"
"American Journal of Transplantation","Immunology - Transplant Immunology","Elsevier","For-profit associated with a society","Hybrid","American Society of Transplantation; American Society of Transplant Surgeons","Society/Association","Netherlands","https://www.amjtransplant.org/","3418","3.01","Q1 (Immunology and Allergy; Pharmacology; Transplantation)","238","No","1600-6143","1600-6135"
"American Naturalist","Ecology & Evolution - Generalist","University of Chicago Press","University Press associated with a society","Hybrid","American Society of Naturalists","Society/Association","USA","https://www.journals.uchicago.edu/toc/an/current","4713","1.18","Q1 (Ecology, Evolution, Behavior and Systematics)","242","No","1537-5323","0003-0147"
"Amino Acids","Molecular & Cellular Biology - Biochemistry and Molecular Biology","Springer Nature","For-profit","OA","","","Austria","https://link.springer.com/journal/726","2253","0.821","Q1 (Organic Chemistry)","153","No","1438-2199","0939-4451"
"Amphibia-Reptilia","Ecology & Evolution - Zoology","De Gruyter Brill","For-profit associated with a society","Hybrid","Societas Europaea Herpetologica","Society/Association","Germany / Netherlands","https://brill.com/view/journals/amre/amre-overview.xml","1977","0.408","Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","56","No","1568-5381","0173-5373"
"Amyloid","Neurosciences - Clinical Neuroscience","Taylor & Francis Group","For-profit associated with a society","Hybrid","International Society of Amyloidosis","Society/Association","UK","https://www.tandfonline.com/journals/iamy20","3493","2.194","Q1 (Internal Medicine; Medicine)","82","No","1744-2818","1350-6129"
"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration","Neurosciences - Clinical Neuroscience","Taylor & Francis Group","For-profit associated with a society","Hybrid","World Federation of Neurology Research Group","","UK","https://www.tandfonline.com/journals/iafd20","2077","0.99","Q1 (Medicine)","93","No","2167-9223","2167-8421"
"Anaerobe","Molecular & Cellular Biology - Microbiology and Infectious Diseases","Elsevier","For-profit associated with a society","Hybrid","Anaerobe Society of the Americas","Society/Association","Netherlands","https://www.sciencedirect.com/journal/anaerobe","2210","0.858","Q2 (Infectious Diseases; Microbiology)","106","No","1095-8274","1075-9964"
"Anais da Academia Brasileira de Ciencias","Generalist","The Brazilian Academy of Sciences (BAS)","Non-profit","OA diamond","","","Brazil","https://www.scielo.br/j/aabc/","0","0.317","Q2 (Multidisciplinary)","81","No","1678-2690","0001-3765"
"Analytical Biochemistry","Molecular & Cellular Biology - Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/analytical-biochemistry","3227","0.487","Q3 (Biochemistry; Biophysics; Molecular Biology)","212","No","1096-0309","0003-2697"
"Analytical Cellular Pathology","Molecular & Cellular Biology - Cell Biology and Developmental Biology","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/2641","1343","0.709","Q2 (Medicine; Pathology and Forensic Medicine)","41","No","2210-7185","2210-7177"
"Analytical Chemistry","Molecular & Cellular Biology - Biochemistry and Molecular Biology","American Chemical Society (ACS)","Non-profit","Hybrid","American Chemical Society (ACS)","Society/Association","USA","https://pubs.acs.org/journal/ancham","3448","1.358","Q1 (Analytical Chemistry)","390","No","1520-6882","0003-2700"
"Anatomical Science International","Anatomy & Physiology - Anatomy","Springer Nature","For-profit associated with a society","Hybrid","Japanese Association of Anatomists","Society/Association","Germany / UK","https://link.springer.com/journal/12565","2662","0.469","Q2 (Anatomy)","49","No","1447-073X","1447-6959"
"Anatomical Sciences Education","Anatomy & Physiology - Anatomy","John Wiley & Sons","For-profit associated with a society","Hybrid","American Association for Anatomy","Society/Association","USA","https://anatomypubs.onlinelibrary.wiley.com/journal/19359780?journalRedirectCheck=true","2718","1.1","Q1 (Anatomy; Embryology; Histology; Medicine)","83","No","1935-9780","1935-9772"
"Andrologia","Anatomy & Physiology - Endocrinology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/and","2500","0.609","Q2 (Medicine; Urology)","84","No","1439-0272","0303-4569"
"Andrology","Anatomy & Physiology - Endocrinology","John Wiley & Sons","For-profit associated with a society","Hybrid","American Society of Andrology; European Academy of Andrology","Society/Association","USA","https://onlinelibrary.wiley.com/journal/20472927","3147","1.15","Q1 (Reproductive Medicine; Urology)","85","No","2047-2927","2047-2919"
"Angiogenesis","Cancer - Generalist","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10456","1601","2.713","Q1 (Cancer Research; Clinical Biochemistry; Physiology)","111","No","1573-7209","0969-6970"
"Angiology","Cancer - Hematopoietic and Cardiovascular Cancer","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/ang","285","0.715","Q2 (Cardiology and Cardiovascular Medicine)","82","No","1940-1574","0003-3197"
"Animal","Ecology & Evolution - Zoology","Elsevier","For-profit associated with a society","OA","British Society of Animal Science / European Association for Animal Production / Institut National de Recherche pour l'Agriculture l'Alimentation et l'Environnement","Society/Association","Netherlands","https://bsas.org.uk/publications/animal","1547","1.069","Q1 (Animal Science and Zoology)","143","PCI friendly","1751-732X","1751-7311"
"Animal Behaviour","Ecology & Evolution - Zoology","Elsevier","For-profit associated with a society","Hybrid","Association for the Study of Animal Behaviour","Society/Association","Netherlands","https://www.journals.elsevier.com/animal-behaviour","493","0.849","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","202","No","1095-8282","0003-3472"
"Animal Biodiversity and Conservation","Ecology & Evolution - Applied Ecology","Museu de Ciencies Naturals de Barcelona","Non-profit","OA diamond","Museu de Ciencies Naturals de Barcelona","University/Government","Spain","https://abc.museucienciesjournals.cat/about/?lang=en","0","0.343","Q3 (Animal Science and Zoology; Nature and Landscape Conservation)","43","No","2014-928X","1578-665X"
"Animal Cognition","Neurosciences - Cognitive Neuroscience","Springer Nature","For-profit","OA","","","Germany","https://link.springer.com/journal/10071","3166","0.634","Q2 (Ecology, Evolution, Behavior and Systematics; Experimental and Cognitive Psychology)","100","No","1435-9456","1435-9448"
"Animal Conservation","Ecology & Evolution - Applied Ecology","John Wiley & Sons","For-profit associated with a society","Hybrid","Zoological Society of London","Society/Association","USA","https://zslpublications.onlinelibrary.wiley.com/journal/14691795","2610","1.017","Q1 (Ecology; Nature and Landscape Conservation)","104","No","1469-1795","1367-9430"
"Animal Genetics","Genetics & Genomics - Genetics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13652052","2970","0.526","Q2 (Animal Science and Zoology)","99","No","1365-2052","0268-9146"
"Animal Reproduction Science","Development - Reproduction","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/animal-reproduction-science","2372","0.697","Q1 (Animal Science and Zoology; Food Animals)","129","No","1873-2232","0378-4320"
"Annales Botanici Fennici","Ecology & Evolution - Botany; Plants - Generalist","Finnish Zoological and Botanical Publishing Board","Non-profit","Hybrid","Finnish Zoological and Botanical Publishing Board","University/Government","Finland","https://bioone.org/journals/annales-botanici-fennici","","0.311","Q3 (Ecology, Evolution, Behavior and Systematics; Plant Science)","42","No","","0003-3847"
"Annales Médico-Psychologiques","Neurosciences - Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","Société médico-psychologique","Society/Association","Netherlands","https://www.em-consulte.com/revue/AMEPSY/presentation/annales-medico-psychologiques","2300","0.2","Q2 (Arts and Humanities)","28","No","1769-6631","0003-4487"
"Annales Zoologici","Ecology & Evolution - Zoology","Museum and Institute of Zoology / Polish Academy of Sciences","Non-profit","Hybrid","Museum and Institute of Zoology / Polish Academy of Sciences","University/Government","Poland","https://miiz.waw.pl/en/26-wydawnictwa/annales-zoologici/173-azedt","602","0.38","Q3 (Ecology, Evolution, Behavior and Systematics)","34","No","","0003-4541"
"Annales Zoologici Fennici","Ecology & Evolution - Zoology","Finnish Zoological and Botanical Publishing Board","Non-profit","Hybrid","Finnish Zoological and Botanical Publishing Board","University/Government","Finland","https://bioone.org/journals/annales-zoologici-fennici/scope-and-details","","0.197","Q4 (Animal Science and Zoology; Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)","66","No","","0003-455X"
"Annales d'Endocrinologie","Anatomy & Physiology - Endocrinology","Elsevier","For-profit associated with a society","Hybrid","French Society of Endocrinology (SFE)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/annales-dendocrinologie","1834","0.842","Q2 (Endocrinology; Endocrinology, Diabetes and Metabolism; Medicine)","53","No","2213-3941","0003-4266"
"Annales de Biologie Clinique","Generalist - Clinical/Medicine","John Libbey Eurotext","For-profit associated with a society","OA","Société Française de Biologie Clinique (SFBC)","Society/Association","France","https://www.jle.com/fr/revues/abc/revue.phtml","400","0.21","Q4 (Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine)","32","No","1950-6112","0003-3898"
"Annales de la Societe Entomologique de France","Ecology & Evolution - Zoology","Taylor & Francis Group","For-profit associated with a society","Hybrid","Societe Entomologique de France","Society/Association","UK","https://www.tandfonline.com/toc/tase20/current","","0.409","Q2 (Ecology, Evolution, Behavior and Systematics; Insect Science)","42","No","2168-6351","0037-9271"
"Annals of Allergy, Asthma and Immunology","Immunology - Allergy and Hypersensitivity","Elsevier","For-profit associated with a society","Hybrid","American College of Allergy, Asthma & Immunology","","Netherlands","https://www.annallergy.org/","2665","1.191","Q1 (Pulmonary and Respiratory Medicine)","137","No","1534-4436","1081-1206"
