Journal's MAIN field,Field,Journal,Website,Publisher type,Publisher,Institution,Institution type,Country,Business model,APC Euros,Alternative journal name,Present in Scimago,Present in DOAJ,Present in openAPC,Scimago Rank,Scimago Quartile,H index,PCI partner,e-ISSN,p-ISSN,ISSN-L
Ecology & Evolution,Genetics,Plant Direct,https://onlinelibrary.wiley.com/journal/24754455,For-profit Society-Run,John Wiley & Sons,American Society of Plant Biologists / Society for Experimental Biology,Society/Association,USA,OA,2138,,Yes,Yes,Yes,0.849,"Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)",39,No,2475-4455,2475-4455,2475-4455
Ecology & Evolution,Plants,Plant Diversity,https://www.sciencedirect.com/journal/plant-diversity,For-profit Society-Run,Elsevier,"Kunming Institute of Botany, Chinese Academy of Sciences and Botanical Society of China",Society/Association,Netherlands,OA diamond,0,,Yes,Yes,Yes,1.422,"Q1 (Ecology, Evolution, Behavior and Systematics; Plant Science)",46,No,2468-2659,2468-2659,2468-2659
Ecology & Evolution,Plants,Plant Ecology & Diversity,https://www.tandfonline.com/journals/tped20,For-profit Society-Run,Taylor & Francis Group,Botanical Society of Scotand,Society/Association,UK,Hybrid,1052,,Yes,No,No,0.418,"Q2 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)",49,No,1755-1668,1755-0874,1755-0874
Ecology & Evolution,Genetics,Plant Ecology and Evolution,https://plecevo.eu/,Non-profit,Meise Botanic Garden / Royal Botanical Society of Belgium,Meise Botanic Garden / Royal Botanical Society of Belgium,Society/Association,Belgium,OA diamond,0,,Yes,Yes,No,0.39,Q2 (Plant Science),41,No,2032-3921,2032-3913,2032-3913
Ecology & Evolution,Genetics,Plant Journal,https://onlinelibrary.wiley.com/journal/1365313x,For-profit Society-Run,John Wiley & Sons,Society for Experimental Biology,Society/Association,USA,Hybrid,4747,,Yes,No,Yes,2.14,Q1 (Cell Biology; Genetics; Plant Science),341,No,1365-313X,0960-7412,0960-7412
Ecology & Evolution,Genetics,Plant Sociology,https://plantsociology.arphahub.com/,For-profit Society-Run,Pensoft,Societa Italiana di Scienza della Vegetazione,Society/Association,Bulgaria,OA,305,,No,Yes,Yes,0.502,"Q2 (Ecology; Ecology, Evolution, Behavior and Systematics; Forestry; Plant Science)",31,No,2704-6192,2280-1855,2280-1855
Ecology & Evolution,Genetics,Plants People Planet,https://nph.onlinelibrary.wiley.com/journal/25722611,For-profit Society-run,John Wiley & Sons,New Phytologist Foundation,Non-profit,UK,OA,2564,,Yes,Yes,Yes,1.121,"Q1 (Ecology, Evolution, Behavior and Systematics; Forestry; Horticulture; Plant Science)",41,No,2572-2611,2572-2611,2572-2611
Ecology & Evolution,Theory,PLoS Computational Biology,https://journals.plos.org/ploscompbiol/,Non-profit,Public Library of Science (PLoS),Public Library of Sciences,Non-profit,USA,OA,2945,,Yes,Yes,Yes,1.466,"Q1 (Computational Theory and Mathematics; Ecology; Ecology, Evolution, Behavior and Systematics; Genetics; Modeling and Simulation; Molecular Biology)",237,No,1553-7358,1553-734X,1553-734X
Ecology & Evolution,Genetics,PLoS Genetics,https://journals.plos.org/plosgenetics/,Non-profit,Public Library of Science (PLoS),Public Library of Sciences,Non-profit,USA,OA,3093,,Yes,Yes,Yes,1.857,"Q1 (Cancer Research; Ecology, Evolution, Behavior and Systematics; Genetics; Molecular Biology)",292,No,1553-7404,1553-7390,1553-7390
Ecology & Evolution,Health,PLoS Neglected Tropical Diseases,https://journals.plos.org/plosntds/,Non-profit,Public Library of Science (PLoS),Public Library of Sciences,Non-profit,USA,OA,2901,,Yes,Yes,Yes,1.29,"Q1 (Infectious Diseases; Pharmacology, Toxicology and Pharmaceutics; Public Health, Environmental and Occupational Health)",182,No,1935-2735,1935-2727,1935-2727
Ecology & Evolution,Health,PLoS Pathogens,https://journals.plos.org/plospathogens/,Non-profit,Public Library of Science (PLoS),Public Library of Sciences,Non-profit,USA,OA,3133,,Yes,Yes,Yes,1.932,Q1 (Genetics; Immunology; Microbiology; Molecular Biology; Parasitology; Virology),274,No,1553-7374,1553-7366,1553-7366
Ecology & Evolution,Genetics,Polish Journal of Ecology,https://bioone.org/journals/polish-journal-of-ecology,Non-profit,Museum and Institute of Zoology / Polish Academy of Science,Museum and Institute of Zoology / Polish Academy of Science,University/Government,Poland,Subscription,,,Yes,No,No,0.14,"Q4 (Ecology; Ecology, Evolution, Behavior and Systematics)",35,No,,1505-2249,1505-2249
Ecology & Evolution,Genetics,Population Ecology,https://esj-journals.onlinelibrary.wiley.com/journal/1438390x,For-profit Society-Run,John Wiley & Sons,Society of Population Ecology,Society/Association,USA,Hybrid,2500,,Yes,No,No,0.449,"Q2 (Ecology, Evolution, Behavior and Systematics)",71,No,1438-390X,1438-3896,1438-3896
Ecology & Evolution,Genetics,Primate Conservation,https://www.primate-sg.org/primate_conservation/,Non-profit,Re:wild / the Margot Marsh Biodiversity Foundation,The Primate Specialist Group,Society/Association,USA,OA diamond,0,,Yes,No,No,0.407,"Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)",21,No,,0898-6207,0898-6207
Ecology & Evolution,Theory,Proceedings of the Royal Society A - Mathematical Physical and Engineering Sciences,https://royalsocietypublishing.org/rspa,Non-profit,The Royal Society,The Royal Society,Society/Association,UK,Hybrid,2759,,Yes,No,Yes,0.735,Q1 (Engineering; Mathematics; Physics and Astronomy),173,No,1471-2946,1364-5021,1364-5021
Ecology & Evolution,Zoology,Raffles Bulletin of Zoology,https://lkcnhm.nus.edu.sg/publications/raffles-bulletin-of-zoology/,Non-profit,Lee Kong Chian Natural History Museum,Lee Kong Chian Natural History Museum,University/Government,Singapore,OA diamond,0,,Yes,No,No,0.429,"Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)",47,No,2345-7600,0217-2445,0217-2445
Ecology & Evolution,Genetics,Records of the Australian Museum,https://australian.museum/learn/publications/records-of-the-australian-museum-journal/,Non-profit,Australian Museum,Australian Museum,University/Government,Australia,OA diamond,0,,Yes,Yes,No,0.398,Q1 (History; Museology),25,No,2201-4349,0067-1975,0067-1975
Ecology & Evolution,Genetics,Remote Sensing in Ecology and Conservation,https://zslpublications.onlinelibrary.wiley.com/journal/20563485,For-profit Society-Run,John Wiley & Sons,Zoological Society of London,Society/Association,UK,OA,3195,,Yes,Yes,Yes,1.574,"Q1 (Computers in Earth Sciences; Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)",51,No,2056-3485,2056-3485,2056-3485
Ecology & Evolution,Genetics,Restoration Ecology,https://onlinelibrary.wiley.com/journal/1526100x,For-profit Society-Run,John Wiley & Sons,Society for Ecological Restoration,Society/Association,USA,Hybrid,3007,,Yes,No,No,1.102,"Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)",131,No,1526-100X,1061-2971,1061-2971
Ecology & Evolution,Genetics,Revista de Biologia Tropical,https://revistas.ucr.ac.cr/index.php/rbt/about,University Press,Editorial de la Universidad de Costa Rica,University of Costa Rica,University/Government,Costa Rica,OA,997,,Yes,Yes,No,0.263,Q3 (Agricultural and Biological Sciences),52,No,2215-2075,0034-7744,0034-7744
Ecology & Evolution,Zoology,Revista de la Sociedad Entomologica Argentina,https://www.biotaxa.org/RSEA,Non-profit,Sociedad Entomologica Argentina,Sociedad Entomologica Argentina,Non-profit,Argentina,OA diamond,0,,Yes,Yes,No,0.245,"Q3 (Ecology; Ecology, Evolution, Behavior and Systematics; Insect Science)",9,No,1851-7471,0373-5680,0373-5680
Ecology & Evolution,Zoology,Revue de Primatologie,https://journals.openedition.org/primatologie/,Non-profit,OpenEdition,Societe Francophone de Primatologie,Society/Association,France,OA diamond,0,,No,Yes,No,,,,No,2077-3757,,
Ecology & Evolution,Zoology,Revue Suisse de Zoologie,https://bioone.org/journals/revue-suisse-de-zoologie,Non-profit,Muséum d'Histoire Naturelle de Genève,Muséum d'Histoire Naturelle de Genève,Society/Association,Switzerland,OA,,,Yes,No,No,0.395,"Q2 (Ecology, Evolution, Behavior and Systematics)",32,No,,0035-418X,0035-418X
Ecology & Evolution,Zoology,Ringing and Migration,https://www.tandfonline.com/toc/tram20/current,For-profit Society-Run,Taylor & Francis Group,European Union for Bird Ringing,Society/Association,UK,Subscription,,,Yes,No,No,0.182,Q4 (Animal Science and Zoology),24,No,2159-8355,0307-8698,0307-8698
Ecology & Evolution,Zoology,Salamandra,https://www.salamandra-journal.com/,Non-profit,German Society for Herpetology and Herpetoculture,German Society for Herpetology and Herpetoculture,Society/Association,Germany,Subscription,,,Yes,No,No,0.38,Q2 (Animal Science and Zoology),25,No,,0036-3375,0036-3375
Ecology & Evolution,Theory,Scandinavian Journal of Statistics,https://onlinelibrary.wiley.com/journal/14679469,For-profit Society-Run,John Wiley & Sons,Danish Society for Theoretical Statistics / Finnish-Swedish Statistical Society / Norwegian Statistical Association,Society/Association,USA,Hybrid,1831,,Yes,No,No,0.786,"Q2 (Statistics and Probability; Statistics, Probability and Uncertainty)",75,No,1467-9469,0303-6898,0303-6898
Ecology & Evolution,Genetics,Scientia Marina,https://scientiamarina.revistas.csic.es/index.php/scientiamarina,Non-profit,CSIC,Institut de Ciencies del Mar de Barcelona,University/Government,Spain,OA diamond,0,,Yes,Yes,No,0.383,Q3 (Aquatic Science; Oceanography),81,No,1886-8134,0214-8358,0214-8358
Ecology & Evolution,Theory,SIAM Journal on Applied Mathematics,https://www.siam.org/publications/journals/siam-journal-on-applied-mathematics-siap,Non-profit,Society for Industrial and Applied Mathematics,Society for Industrial and Applied Mathematics / Finnish Statistical Society,Society/Association,USA,Hybrid,3080,,Yes,No,No,0.87,Q1 (Applied Mathematics),119,No,1095-712X,0036-1399,0036-1399
Ecology & Evolution,Theory,SIAM Journal on Discrete Mathematics,https://www.siam.org/publications/journals/siam-journal-on-discrete-mathematics-sidma,Non-profit,Society for Industrial and Applied Mathematics,Society for Industrial and Applied Mathematics,Society/Association,USA,Hybrid,2259,,Yes,No,No,0.972,Q1 (Mathematics),74,No,1095-7146,0895-4801,0895-4801
Ecology & Evolution,Genetics,Silva Balcanica,https://silvabalcanica.pensoft.net/,For-profit Society-Run,Pensoft,Forest Research Institute ??? Bulgarian Academy of Sciences,University/Government,Bulgaria,OA diamond,0,,No,Yes,No,,,,No,2815-2549,1311-8706,
Ecology & Evolution,Genetics,Sociobiology,https://periodicos.uefs.br/index.php/sociobiology/about,Non-profit,Universidade Estadual de Feira de Santana,Universidade Estadual de Feira de Santana,University/Government,Brazil,OA diamond,0,,Yes,Yes,No,0.302,Q3 (Insect Science),45,No,2447-8067,0361-6525,0361-6525
Ecology & Evolution,Genetics,South African Journal of Botany,https://www.journals.elsevier.com/south-african-journal-of-botany,For-profit Society-Run,Elsevier,South African Association of Botanists,Society/Association,Netherlands,Hybrid,2477,,Yes,No,No,0.596,Q2 (Plant Science),98,No,,0254-6299,0254-6299
Ecology & Evolution,Zoology,Systematic and Applied Acarology,https://www.biotaxa.org/saa,Non-profit,Systematic and Applied Acarology Society,Systematic and Applied Acarology Society,Society/Association,New Zealand,Hybrid,509,,Yes,No,No,0.52,"Q2 (Ecology; Ecology, Evolution, Behavior and Systematics; Insect Science)",32,No,,1362-1971,1362-1971
Ecology & Evolution,Genetics,Systematic Biology,https://academic.oup.com/sysbio,University Press Society-Run,Oxford University Press (OUP),Society of Systematic Biologists,Society/Association,UK,Hybrid,909,,Yes,No,Yes,3.343,"Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)",215,No,1076-836X,1063-5157,1063-5157
Ecology & Evolution,Genetics,Systematic Botany,https://bioone.org/journals/systematic-botany/issues,Non-profit,American Society of Plant Taxonomists,American Society of Plant Taxonomists,Society/Association,USA,Hybrid,534,,Yes,No,No,0.305,"Q3 (Ecology, Evolution, Behavior and Systematics; Plant Science)",87,No,1548-2324,0363-6445,0363-6445
Ecology & Evolution,Zoology,Systematic Entomology,https://onlinelibrary.wiley.com/journal/13653113,For-profit Society-Run,John Wiley & Sons,The Royal Entomological Society,Society/Association,USA,Hybrid,1300,,Yes,No,Yes,1.831,"Q1 (Ecology, Evolution, Behavior and Systematics; Insect Science)",85,No,1365-3113,0307-6970,0307-6970
Ecology & Evolution,Genetics,Taxon,https://onlinelibrary.wiley.com/journal/19968175,For-profit Society-Run,John Wiley & Sons,International Association for Plant Taxonomy,Society/Association,USA,Hybrid,1500,,Yes,No,No,0.774,"Q1 (Ecology, Evolution, Behavior and Systematics; Plant Science)",103,No,1996-8175,0040-0262,0040-0262
Ecology & Evolution,Genetics,The Bulletin of the Ecological Society of America,https://esajournals.onlinelibrary.wiley.com/journal/23276096,For-profit Society-Run,John Wiley & Sons,Ecological Society of America,Society/Association,USA,Hybrid,0,,No,No,No,,,,No,,,
Ecology & Evolution,Zoology,The Wilson Journal of Ornithology,https://www.tandfonline.com/journals/uwjo20,For-profit Society-Run,Taylor & Francis Group,Wilson Ornithological Society,Society/Association,UK,Hybrid,,wilson journal of ornithology,Yes,No,No,0.239,"Q3 (Animal Science and Zoology; Ecology; Ecology, Evolution, Behavior and Systematics)",51,No,,1559-4491,1559-4491
Ecology & Evolution,Zoology,Ticks and tick-borne diseases,https://www.sciencedirect.com/journal/ticks-and-tick-borne-diseases,For-profit,Elsevier,,,Netherlands,OA,1957,,Yes,Yes,No,1.007,Q1 (Infectious Diseases; Insect Science; Parasitology),74,No,1877-9603,1877-959X,1877-959X
Ecology & Evolution,Zoology,Transactions of the American Entomological Society,https://bioone.org/journals/transactions-of-the-american-entomological-society,Non-profit,The American Entomological Society,The American Entomological Society,Society/Association,USA,Subscription,,,Yes,No,No,0.197,"Q4 (Ecology, Evolution, Behavior and Systematics; Insect Science)",24,No,,0002-8320,0002-8320
Ecology & Evolution,Health,Transboundary and Emerging Diseases,https://onlinelibrary.wiley.com/journal/18651682,For-profit Society-Run,John Wiley & Sons,Society for Tropical Veterinary Medicine,Society/Association,USA,OA,2543,,Yes,No,Yes,0.865,Q1 (Veterinary),100,No,1865-1682,1865-1674,1865-1674
Ecology & Evolution,Generalist,Trends in Ecology and Evolution,https://www.sciencedirect.com/journal/trends-in-ecology-and-evolution,For-profit,Elsevier,,,Netherlands,Hybrid,6110,,Yes,No,Yes,4.728,"Q1 (Ecology, Evolution, Behavior and Systematics)",410,No,1872-8383,0169-5347,0169-5347
Ecology & Evolution,Health,Trends in Parasitology,https://www.sciencedirect.com/journal/trends-in-parasitology,For-profit,Elsevier,,,Netherlands,Hybrid,3110,,Yes,No,Yes,1.276,Q1 (Infectious Diseases; Parasitology),179,No,1471-5007,1471-4922,1471-4922
Ecology & Evolution,Zoology,Treubia,https://ejournal.brin.go.id/treubia,Non-profit,Indonesian Institute of Sciences,Auckland Museum,University/Government,Indonesia,OA diamond,0,,No,No,No,,,,No,2337-876X,0082-6340,0082-6340
Ecology & Evolution,Genetics,Tropical Ecology,https://www.springer.com/journal/42965,For-profit Society-Run,Springer Nature,International Society for Tropical Ecology,Society/Association,Germany / UK,Hybrid,2260,,Yes,No,No,0.467,"Q2 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)",51,No,2661-8982,0564-3295,0564-3295
Ecology & Evolution,Health,Tropical Medicine and Infectious Disease,https://www.mdpi.com/journal/tropicalmed,For-profit Society-Run,MDPI,Australasian College of Tropical Medicine,Society/Association,Switzerland,OA,2718,,Yes,Yes,Yes,0.979,"Q1 (Immunology and Microbiology; Infectious Diseases; Public Health, Environmental and Occupational Health)",54,No,2414-6366,,2414-6366
Ecology & Evolution,Genetics,Urban Ecosystems,https://link.springer.com/journal/11252,For-profit Society-Run,Springer Nature,Society for Urban Ecology,Society/Association,Germany / UK,Hybrid,2909,,Yes,No,Yes,0.873,Q1 (Ecology; Urban Studies),93,No,1573-1642,1083-8155,1083-8155
Ecology & Evolution,Zoology,Vector-borne and zoonotic diseases,https://journals.sagepub.com/home/VBZ,For-profit Society-run,Sage Publishing (Mary Ann Liebert),Society for Zoonotic Ecology and Epidemiology,Society/Association,USA,Hybrid,2030,,Yes,No,No,0.626,Q2 (Infectious Diseases; Virology),94,No,1530-3667,,1530-3667
Ecology & Evolution,Genetics,Vegetation Classification and Survey,https://vcs.pensoft.net/,For-profit Society-Run,Pensoft,International Association for Vegetation Science,Society/Association,Bulgaria,OA,1928,,Yes,Yes,Yes,0.916,"Q1 (Agricultural and Biological Sciences; Ecology, Evolution, Behavior and Systematics; Plant Science)",13,No,2683-0671,,2683-0671
Ecology & Evolution,Genetics,Vie et Milieu,https://wwwphp.obs-banyuls.fr/Viemilieu/,Non-profit,Arago - Sorbonne Universite Region Languedoc Roussillon,Observatoire oceanologique / Laboratoire Arago,University/Government,France,Subscription,,,Yes,Yes,No,0.205,Q4 (Aquatic Science; Ecology),38,No,2402-6689,0240-8759,0240-8759
Ecology & Evolution,Microbiology,Virologie,https://www.jle.com/fr/revues/vir/revue.phtml,For-profit Society-Run,John Libbey Eurotext,Societe Francaise de Virologie,Society/Association,France,Hybrid,333,,Yes,No,Yes,0.17,Q4 (Infectious Diseases; Virology),13,No,1950-6961,1267-8694,1267-8694
Ecology & Evolution,Zoology,Waterbirds,https://waterbirds.org/journal/,Non-profit,The Waterbird Society,The Waterbird Society,Society/Association,USA,Subscription,,,Yes,No,No,0.289,Q3 (Animal Science and Zoology),55,No,,1524-4695,1524-4695
Ecology & Evolution,Genetics,Web Ecology,https://www.web-ecology.net/,Non-profit,Copernicus Publications,European Ecological Federation,Society/Association,Germany,OA diamond,0,,Yes,Yes,No,0.768,"Q1 (Ecology; Ecology, Evolution, Behavior and Systematics)",26,No,1399-1183,2193-3081,1399-1183
Ecology & Evolution,Genetics,Weed Research,https://onlinelibrary.wiley.com/journal/13653180,For-profit Society-Run,John Wiley & Sons,European Weed Research Society,Society/Association,USA,Hybrid,3785,,Yes,No,Yes,0.629,Q1 (Agronomy and Crop Science),92,No,1365-3180,0043-1737,0043-1737
Ecology & Evolution,Genetics,Wetland Science and Practice,https://complete.bioone.org/journals/wetland-science-and-practice/,Non-profit,The Society of Wetland Scientists,The Society of Wetland Scientists,Society/Association,USA,Subscription,,,No,No,No,,,,No,,,
Ecology & Evolution,Genetics,Wetlands,https://www.springer.com/journal/13157/,For-profit Society-Run,Springer Nature,Society of Wetland Scientists,Society/Association,Germany / UK,Hybrid,2341,,Yes,No,No,0.721,Q2 (Ecology; Environmental Chemistry; Environmental Science),108,No,1943-6246,0277-5212,0277-5212
Ecology & Evolution,Genetics,Wildlife Biology,https://onlinelibrary.wiley.com/journal/1903220x,For-profit Society-Run,John Wiley & Sons,Nordic Society Oikos,Society/Association,UK,OA,2002,,Yes,Yes,Yes,0.654,"Q2 (Ecology, Evolution, Behavior and Systematics; Management, Monitoring, Policy and Law; Nature and Landscape Conservation)",69,No,1903-220X,1903-220X,0909-6396
Ecology & Evolution,Genetics,Wildlife Research,https://www.publish.csiro.au/wr/AbouttheJournal,Non-profit,CSIRO publishing,Commonwealth Scientific and Industrial Research Organisation,University/Government,Australia,Hybrid,,,Yes,No,No,0.621,"Q2 (Ecology, Evolution, Behavior and Systematics; Management, Monitoring, Policy and Law)",86,No,1448-5494,1035-3712,1035-3712
Ecology & Evolution,Genetics,Wildlife Society Bulletin,https://wildlife.onlinelibrary.wiley.com/journal/23285540?tabActivePane=undefined,For-profit Society-Run,John Wiley & Sons,The Wildlife Society,Society/Association,USA,Hybrid,2496,,Yes,Yes,No,0.528,Q2 (Nature and Landscape Conservation),95,No,2328-5540,0091-7648,0091-7648
Ecology & Evolution,Zoology,Zoologia,https://www.sbzoologia.org.br/revista-zoologia.php,Non-profit,Sociedade Brasileira de Zoologia,Sociedade Brasileira de Zoologia,Society/Association,Brazil,OA,,,Yes,Yes,No,0.407,Q2 (Animal Science and Zoology),46,No,1984-4689,1984-4670,1984-4670
Ecology & Evolution,Zoology,Zoologica Scripta,https://onlinelibrary.wiley.com/journal/14636409,For-profit Society-run,John Wiley & Sons,Norwegian Academy of Science and Letters / Royal Swedish Academy of Sciences,University/Government,USA,Hybrid,2500,,Yes,No,No,0.774,"Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)",78,No,1463-6409,0300-3256,0300-3256
Ecology & Evolution,Genetics,Zoological Journal of the Linnean Society,https://academic.oup.com/zoolinnean,University Press Society-Run,Oxford University Press (OUP),Linnean Society,Society/Association,UK,Hybrid,2553,,Yes,No,No,0.991,"Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)",104,No,1096-3642,0024-4082,0024-4082
Ecology & Evolution,Zoology,Zoological Research,https://www.zoores.ac.cn/,Non-profit,Science Press Ltd,Kunming Institute of Zoology / Chinese Academy of Sciences / China Zoological Society,Society/Association,China,OA,1423,,Yes,No,Yes,1.383,"Q1 (Animal Science and Zoology; Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)",43,No,,2095-8137,2095-8137
Ecology & Evolution,Zoology,Zoological Science,https://bioone.org/journals/zoological-science,Non-profit,Zoological Society of Japan,Zoological Society of Japan,Society/Association,Japan,Hybrid,,,Yes,No,No,0.367,Q2 (Animal Science and Zoology),69,No,,0289-0003,0289-0003
Ecology & Evolution,Zoology,Zoological Studies,https://zoolstud.sinica.edu.tw/,Non-profit,Academia Sinica Taiwan,Biodiversity Research Center Academia Sinica Taiwan,University/Government,Taiwan,OA diamond,0,,Yes,No,No,0.509,Q2 (Animal Science and Zoology),53,No,1810-522X,1021-5506,1021-5506
Ecology & Evolution,Genetics,Zoosystema,https://sciencepress.mnhn.fr/fr/periodiques/zoosystema,Non-profit,Museum National d'Histoire Naturelle,Museum National d'Histoire Naturelle,University/Government,France,OA diamond,0,,Yes,No,No,0.569,Q1 (Animal Science and Zoology),33,No,1638-9387,1280-9551,1280-9551
Ecology & Evolution,Genetics,Zoosystematics and Evolution,https://zse.pensoft.net/,For-profit Society-run,Pensoft,Museum for Natural History Berlin,University/Government,Bulgaria,OA,700,,Yes,Yes,Yes,0.466,"Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Insect Science)",31,No,1860-0743,1435-1935,1435-1935
